City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,hawaiian paradise park,19.5933,-154.9731,21.69,97,40,3.09,US,1710266948
83,chom thong,18.4174,98.6743,23.89,51,11,2.14,TH,1710266949
84,dhidhdhoo,6.8833,73.1,27.97,75,4,2.0,MV,1710266949
85,sungai raya,0.7,108.9,25.63,88,100,3.82,ID,1710266951
86,bonadelle ranchos-madera ranchos,36.9847,-119.8746,16.56,71,100,1.02,US,1710266952
87,port macquarie,-31.4333,152.9167,16.61,83,39,1.7,AU,1710266952
88,wotho,10.1657,166.0102,26.34,83,100,10.88,MH,1710266952
89,petropavlovsk-kamchatsky,53.0452,158.6483,-15.3,92,54,6.71,RU,1710266953
90,al minya,28.1099,30.7503,21.49,18,0,3.45,EG,1710266953
91,maragogi,-9.0122,-35.2225,30.16,66,100,4.42,BR,1710266954
92,mombetsu,44.3525,143.3525,-4.1,79,98,4.88,JP,1710266656
93,vadso,70.0744,29.7487,-5.51,68,75,5.14,NO,1710266955
94,anadyr,64.75,177.4833,-30.62,100,46,1.81,RU,1710266949
95,shimoda,34.6667,138.95,5.61,87,98,3.02,JP,1710266956
96,port mathurin,-19.6833,63.4167,26.66,81,12,8.77,MU,1710266956
97,ola,59.5833,151.2833,-11.82,81,98,2.86,RU,1710266956
98,tual,-5.6667,132.75,28.34,80,95,8.01,ID,1710266957
99,mora,11.0461,14.1401,34.55,9,84,3.57,CM,1710266838
100,wynyard,-41.0,145.7167,14.24,86,80,5.52,AU,1710266958
101,invercargill,-46.4,168.35,10.01,77,16,1.79,NZ,1710266958
102,khalis,33.82,44.5264,15.72,28,0,1.82,IQ,1710266958
103,kontcha,7.9667,12.2333,33.27,12,84,1.57,CM,1710266959
104,lihue,21.9789,-159.3672,22.98,84,75,5.66,US,1710266959
105,talnakh,69.4865,88.3972,-23.22,98,100,6.22,RU,1710266960
106,tank,32.2217,70.3793,21.66,32,83,1.65,PK,1710266960
107,iskateley,67.6803,53.1512,-2.21,95,100,10.28,RU,1710266961
108,kapuskasing,49.4169,-82.4331,2.3,88,91,2.23,CA,1710266961
109,hinthada,17.6333,95.4667,19.64,70,3,3.97,MM,1710266962
110,nova sintra,14.8667,-24.7167,19.75,76,55,6.07,CV,1710266962
111,bandarbeyla,9.4942,50.8122,27.05,76,4,5.07,SO,1710266963
112,constantia,44.1833,28.65,8.38,95,100,6.01,RO,1710266963
113,pago pago,-14.2781,-170.7025,27.95,80,93,3.22,AS,1710266964
114,kolonia town,6.964,158.206,28.0,83,100,3.6,FM,1710266964
115,kirensk,57.7853,108.1119,-4.46,87,88,4.02,RU,1710266965
116,tiksi,71.6872,128.8694,-21.14,98,100,1.88,RU,1710266965
117,carnarvon,-24.8667,113.6333,25.74,77,56,7.69,AU,1710266967
118,shenandoah,30.4013,-91.0009,23.32,58,87,1.34,US,1710266968
119,hamilton,39.1834,-84.5333,19.35,36,75,4.12,US,1710266968
120,sos'va,59.1766,61.8558,-18.3,99,73,0.89,RU,1710266969
121,teguise,29.0605,-13.564,16.41,63,6,0.47,ES,1710266969
122,pangody,65.85,74.4859,-23.05,97,43,5.99,RU,1710266970
123,poronaysk,49.2167,143.1167,-19.33,93,6,1.81,RU,1710266970
124,gaiman,-43.2897,-65.4929,26.63,14,12,11.8,AR,1710266971
125,bel ombre,-4.6167,55.4167,28.44,75,58,3.22,SC,1710266971
126,dabakala,8.3667,-4.4333,35.91,35,64,1.99,CI,1710266972
127,st. john's,47.5649,-52.7093,3.83,91,100,0.45,CA,1710266972
128,bilibino,68.0546,166.4372,-28.73,98,95,1.67,RU,1710266973
129,recani,31.2846,-4.2688,22.39,18,100,4.28,MA,1710266973
130,portland,45.5234,-122.6762,9.99,87,75,5.14,US,1710266288
131,pochinok,54.4068,32.4407,-1.82,86,85,3.16,RU,1710266974
132,ribeira grande,38.5167,-28.7,16.22,82,40,7.2,PT,1710266974
133,san borja,-14.8167,-66.85,34.81,50,96,2.69,BO,1710266836
134,hermanus,-34.4187,19.2345,20.45,79,34,2.53,ZA,1710266981
135,badger,64.8,-147.5333,-21.47,75,75,1.54,US,1710266994
136,coracora,-15.0333,-73.7833,19.8,54,85,4.12,PE,1710266994
137,kananga,-5.8958,22.4178,24.61,80,68,1.63,CD,1710266995
138,el calafate,-50.3408,-72.2768,11.59,46,75,5.28,AR,1710266995
139,bowen,-20.0167,148.2333,22.71,88,9,4.5,AU,1710266995
140,inari,68.906,27.0288,-4.46,82,100,3.8,FI,1710266996
141,viriat,46.2548,5.2157,10.93,82,98,0.45,FR,1710266997
142,port lincoln,-34.7333,135.8667,19.23,85,100,6.81,AU,1710266997
143,opuwo,-18.0607,13.84,25.51,52,51,7.78,NA,1710266997
144,namdrik,5.5994,168.1028,27.79,85,100,10.86,MH,1710266998
145,mount gambier,-37.8333,140.7667,14.69,83,100,2.44,AU,1710267002
146,usilampatti,9.9667,77.8,25.94,52,0,0.61,IN,1710267004
147,marka,1.7159,44.7717,27.83,71,3,6.69,SO,1710267005
148,kirkwood,38.5834,-90.4068,22.54,39,20,4.12,US,1710267005
149,coquimbo,-29.9533,-71.3436,22.17,58,0,4.62,CL,1710266806
150,shubarkuduk,49.1447,56.4872,-14.84,100,79,1.18,KZ,1710267006
151,hithadhoo,-0.6,73.0833,28.68,64,64,1.93,MV,1710267007
152,sikonge,-5.6333,32.7667,23.36,67,45,1.67,TZ,1710267007
153,bredasdorp,-34.5322,20.0403,20.09,71,35,3.52,ZA,1710267008
154,port hedland,-20.3167,118.5667,28.03,83,52,4.12,AU,1710267009
155,annau,37.8876,58.516,7.35,72,74,1.75,TM,1710267009
156,pimentel,-6.8367,-79.9342,30.16,54,0,5.66,PE,1710267010
157,vernon,50.2581,-119.2691,9.05,72,84,1.34,CA,1710266747
158,bonthe,7.5264,-12.505,28.39,67,100,5.54,SL,1710267011
159,alo,7.4178,6.7371,33.1,52,91,2.44,NG,1710267011
160,masuguru,-11.3667,38.4167,24.74,78,92,1.28,TZ,1710267012
161,porto novo,6.4965,2.6036,28.94,78,98,4.72,BJ,1710267012
162,haiku-pauwela,20.9219,-156.3051,23.91,83,20,2.24,US,1710267013
163,vila franca do campo,37.7167,-25.4333,18.27,99,46,5.3,PT,1710267013
164,namibe,-15.1961,12.1522,25.77,80,57,5.37,AO,1710267013
165,mwinilunga,-11.7358,24.4293,18.5,96,92,1.46,ZM,1710267014
166,north platte,41.1239,-100.7654,14.51,40,0,1.79,US,1710266797
167,yantzaza,-3.8278,-78.7594,28.67,54,71,1.76,EC,1710267015
168,baragua,21.6967,-78.6328,30.56,50,34,5.56,CU,1710267016
169,chonchi,-42.6128,-73.8092,15.56,58,62,3.51,CL,1710267016
170,kourou,5.1552,-52.6478,28.12,80,91,4.38,GF,1710267017
171,ploudalmezeau,48.5333,-4.65,12.14,100,100,7.2,FR,1710267017
172,dehdasht,30.7949,50.5646,13.53,62,0,0.56,IR,1710267017
173,buka,40.8108,69.1986,5.28,93,100,3.61,UZ,1710267018
174,saldanha,-33.0117,17.9442,18.6,85,8,8.64,ZA,1710266948
175,keflavik,64.0049,-22.5624,4.24,87,75,4.63,IS,1710267019
176,strezhevoy,60.7333,77.5889,-18.77,99,97,2.72,RU,1710267020
177,tralee,52.2704,-9.7026,13.14,88,75,7.72,IE,1710267020
178,wagar,16.1525,36.2032,31.64,23,59,9.09,SD,1710267021
179,lompoc,34.6391,-120.4579,17.66,66,100,3.13,US,1710267022
180,prieska,-29.6641,22.7474,30.35,15,40,4.66,ZA,1710267022
181,bengkulu,-3.8004,102.2655,24.63,87,100,2.7,ID,1710267023
182,lerwick,60.1545,-1.1494,6.0,95,100,8.63,GB,1710267023
183,cabo san lucas,22.8909,-109.9124,28.67,63,75,4.12,MX,1710267024
184,niquelandia,-14.4739,-48.4597,32.3,49,77,1.21,BR,1710267024
185,nacala,-14.5428,40.6728,26.43,85,100,2.18,MZ,1710267025
186,the pas,53.8251,-101.2541,-1.36,77,69,2.96,CA,1710267025
187,labrador city,52.9463,-66.9114,0.1,62,100,2.24,CA,1710267026
188,ulsteinvik,62.3432,5.8487,6.53,70,100,0.45,NO,1710267027
189,touros,-5.1989,-35.4608,30.49,65,70,3.96,BR,1710267027
190,yuzhno-kurilsk,44.0306,145.8556,-0.35,65,100,6.5,RU,1710267028
191,brookings,44.3114,-96.7984,16.36,34,0,2.57,US,1710267028
192,bokoro,12.3807,17.0568,34.93,9,84,4.19,TD,1710267029
193,zyryanskoye,56.8306,86.6258,-15.1,98,100,0.32,RU,1710267029
194,ghat,24.9647,10.1728,24.49,13,17,3.95,LY,1710267030
195,selkirk,50.1436,-96.8845,2.24,96,100,2.68,CA,1710267031
196,ylitornio,66.3089,23.6773,-5.05,91,100,0.73,FI,1710267031
197,kimbe,-5.5502,150.1429,24.59,98,100,1.26,PG,1710267032
198,neya,58.2972,43.8681,-3.85,96,100,1.23,RU,1710267032
199,mount isa,-20.7333,139.5,25.52,43,0,3.8,AU,1710267033
200,puerto ayora,-0.7393,-90.3518,29.19,87,98,2.24,EC,1710267034
201,taltal,-25.4,-70.4833,22.71,68,5,4.19,CL,1710267021
202,kavaratti,10.5669,72.642,28.17,71,12,3.9,IN,1710267034
203,kununurra,-15.7667,128.7333,25.99,94,100,1.54,AU,1710267035
204,turkmenbasy,40.0222,52.9552,6.55,44,5,1.86,TM,1710267036
205,san felipe,10.3399,-68.7425,33.13,47,86,2.87,VE,1710267037
206,kodiak,57.79,-152.4072,-3.27,54,100,2.57,US,1710267037
207,argo,37.6333,22.7333,11.55,65,6,2.95,GR,1710267037
208,laguna,38.421,-121.4238,13.08,82,100,6.69,US,1710266964
209,ad dabbah,18.05,30.95,34.65,10,85,2.25,SD,1710267038
210,longyearbyen,78.2186,15.6401,-11.09,73,75,7.72,SJ,1710267025
211,polyarnyy,69.1989,33.4478,-4.71,78,100,7.07,RU,1710267039
212,holualoa,19.6228,-155.9522,23.21,79,75,3.6,US,1710267040
213,marica,-22.9194,-42.8186,25.95,73,29,4.3,BR,1710267040
214,suwayr,30.1171,40.3893,18.52,25,0,5.09,SA,1710267040
215,ancud,-41.8697,-73.8203,14.13,77,84,5.31,CL,1710266997
216,beledweyne,4.7358,45.2036,29.0,63,13,7.2,SO,1710267041
217,port shepstone,-30.7414,30.455,26.26,86,100,11.49,ZA,1710267041
218,viedma,-40.8135,-62.9967,28.87,22,0,9.02,AR,1710267042
219,dois corregos,-22.3661,-48.3803,32.54,40,28,3.62,BR,1710267042
220,beboto,8.2668,16.939,33.89,15,89,2.26,TD,1710267043
221,tvoroyri,61.5556,-6.8111,6.61,87,100,6.0,FO,1710267043
222,tyukhtet,56.5389,89.3011,-10.67,96,100,1.21,RU,1710267044
223,vila velha,-20.3297,-40.2925,28.3,69,75,5.14,BR,1710267045
224,lodja,-3.4833,23.4333,26.63,70,60,1.58,CD,1710267046
225,yichang,30.7144,111.2847,15.91,43,100,0.45,CN,1710267046
226,masterton,-40.9597,175.6575,16.05,95,100,1.73,NZ,1710267047
227,selfoss,63.9331,-20.9971,4.47,87,100,4.6,IS,1710267048
228,schesslitz,49.9767,11.0339,8.12,89,78,1.97,DE,1710267048
229,lavelanet,42.9313,1.8466,10.81,92,28,1.2,FR,1710267048
230,whitehorse,60.7161,-135.0538,-8.28,62,99,0.45,CA,1710266947
231,georgetown,5.4112,100.3354,27.96,69,20,0.51,MY,1710267050
232,manokwari,-0.8667,134.0833,25.55,84,100,1.71,ID,1710267050
233,punahana,27.8667,77.2,20.59,32,0,3.09,IN,1710266880
234,roma,43.2128,-75.4557,12.07,40,0,6.69,US,1710267051
235,tlahualilo de zaragoza,26.1167,-103.45,24.8,27,96,0.94,MX,1710267052
236,goole,53.7167,-0.8667,13.17,85,100,3.74,GB,1710267052
237,paragominas,-2.9667,-47.4833,27.46,84,83,2.17,BR,1710267053
238,aykhal,66.0,111.5,-30.57,100,98,0.65,RU,1710266788
239,cadale,2.7603,46.3222,28.55,80,23,6.35,SO,1710267053
240,igarka,67.4667,86.5833,-25.83,100,99,4.05,RU,1710267054
241,molteno,-31.3968,26.3625,21.0,60,85,5.89,ZA,1710267054
242,afaahiti,-17.75,-149.2833,26.93,84,100,6.24,PF,1710267030
243,mthatha,-31.5889,28.7844,19.53,90,90,1.35,ZA,1710267055
244,cill airne,52.05,-9.5167,13.03,88,75,7.72,IE,1710267056
245,tampa,27.9475,-82.4584,27.23,56,0,2.57,US,1710266783
246,raojan,22.537,91.9198,19.18,80,0,1.96,BD,1710267057
247,tyup,42.7276,78.3648,-1.61,64,48,2.61,KG,1710267058
248,bethanie,-26.4833,17.15,30.58,14,29,6.11,NA,1710267058
249,branson,36.6437,-93.2185,22.96,41,0,6.69,US,1710267059
250,taroa,8.7058,171.2275,26.75,86,100,11.22,MH,1710267059
251,kalmar,56.6616,16.3616,2.76,98,100,2.57,SE,1710266906
252,malvan,16.0667,73.4667,25.34,76,1,3.98,IN,1710267061
253,alice springs,-23.7,133.8833,25.75,41,58,3.09,AU,1710267062
254,hopa,41.406,41.4379,10.46,58,45,4.48,TR,1710267062
255,baiyin,36.5583,104.2081,4.32,35,100,1.19,CN,1710267063
256,bajil,15.0584,43.2851,30.9,54,53,1.61,YE,1710267064
257,marang,5.2056,103.2059,25.36,78,70,1.23,MY,1710267064
258,sabha,27.0377,14.4283,24.2,12,5,4.19,LY,1710267064
259,cidreira,-30.1811,-50.2056,25.01,71,38,6.44,BR,1710267065
260,creston,41.0586,-94.3614,16.98,48,0,2.57,US,1710267065
261,diamantino,-14.4086,-56.4461,34.62,47,67,1.92,BR,1710267066
262,laojunmiao,39.8333,97.7333,1.08,36,1,3.06,CN,1710267066
263,uturoa,-16.7333,-151.4333,28.83,75,73,4.08,PF,1710267067
264,nueva helvecia,-34.3,-57.2333,29.9,53,100,3.43,UY,1710267067
265,khovd,48.0056,91.6419,-1.03,47,82,1.3,MN,1710267067
266,udachny,66.4167,112.4,-33.75,100,86,1.47,RU,1710267068
267,akureyri,65.6835,-18.0878,1.96,87,75,1.54,IS,1710267068
268,stanley,54.868,-1.6985,9.77,86,75,3.6,GB,1710267069
269,kutum,14.2,24.6667,29.09,10,60,3.7,SD,1710267069
270,palmer,42.1584,-72.3287,13.81,32,20,9.26,US,1710266787
271,college,64.8569,-147.8028,-21.42,65,75,1.54,US,1710267070
272,westport,41.1415,-73.3579,17.16,35,0,5.66,US,1710266989
273,manali,13.1667,80.2667,28.05,76,4,5.2,IN,1710267072
274,howard springs,-12.497,131.047,25.95,96,100,1.9,AU,1710267072
275,boda,4.3189,17.4695,32.31,26,42,0.71,CF,1710267073
276,itaparica,-12.8883,-38.6786,30.11,69,97,5.29,BR,1710267073
277,antofagasta,-23.65,-70.4,23.25,67,32,5.1,CL,1710266960
278,itabera,-23.8619,-49.1372,31.3,27,5,0.65,BR,1710267074
279,luau,-10.7073,22.2247,19.07,89,98,1.53,AO,1710267075
280,seabra,-12.4186,-41.7703,32.41,37,85,3.55,BR,1710267075
281,intendente alvear,-35.2338,-63.592,25.38,89,84,7.23,AR,1710267076
282,koath,25.3167,84.2667,21.95,27,0,2.79,IN,1710267076
283,kilju,40.9642,129.3278,0.19,56,4,2.05,KP,1710267077
284,dubbo,-32.25,148.6167,19.07,63,97,3.09,AU,1710267002
285,bile,48.4952,39.0505,0.76,48,85,2.61,UA,1710267078
286,dunedin,-45.8742,170.5036,10.45,70,67,3.58,NZ,1710267078
287,piui,-20.4653,-45.9581,30.56,50,18,1.4,BR,1710267079
288,kattivakkam,13.2167,80.3167,28.05,76,4,5.35,IN,1710267079
289,pocoes,-14.5297,-40.3653,28.48,60,95,3.31,BR,1710267080
290,novyy turtkul',41.55,61.0167,4.9,39,39,2.93,UZ,1710267081
291,ivanivka,46.7208,34.553,3.96,54,100,6.21,UA,1710267082
292,amga,60.8953,131.9608,-13.98,97,100,1.17,RU,1710267082
293,ampanihy,-24.7,44.75,29.29,56,100,1.94,MG,1710267083
294,zaragoza,41.6561,-0.8773,16.68,46,0,3.6,ES,1710267084
295,dali,25.7,100.1833,9.19,59,8,2.52,CN,1710267085
296,kerikeri,-35.2268,173.9474,18.84,92,90,1.29,NZ,1710267085
297,vilyuchinsk,52.9306,158.4028,-14.48,84,46,4.62,RU,1710267086
298,homer,59.6425,-151.5483,-1.07,92,100,0.45,US,1710267086
299,northam,51.0333,-4.2167,12.44,98,100,8.29,GB,1710267088
300,laredo,27.5064,-99.5075,24.16,64,100,5.66,US,1710267088
301,choyr,46.3611,108.3611,-12.8,89,4,1.93,MN,1710267089
302,rio preto da eva,-2.6994,-59.6997,30.28,78,58,1.9,BR,1710266833
303,la'ie,21.6477,-157.9253,23.98,81,56,4.47,US,1710267100
304,mugia,43.1041,-9.2179,14.95,82,84,4.17,ES,1710267101
305,pisco,-13.7,-76.2167,28.03,57,0,9.77,PE,1710266766
306,wicklow,53.0,-6.4167,12.41,86,100,4.03,IE,1710267102
307,jabor,5.921,169.6434,27.91,85,100,11.06,MH,1710267112
308,ingeniero jacobacci,-41.3427,-69.5448,20.34,21,15,12.62,AR,1710267113
309,kukawa,12.9234,13.5606,30.2,16,100,2.24,NG,1710267114
310,heihe,50.2441,127.4902,-10.31,98,99,0.75,CN,1710267114
311,nikolayevsk-on-amure,53.1406,140.73,-20.22,99,89,0.73,RU,1710267115
312,saint-philippe,-21.3585,55.7679,25.77,80,37,5.94,RE,1710267116
313,prince rupert,54.3161,-130.3201,5.37,80,93,2.37,CA,1710266856
314,neelankarai,12.9455,80.2575,28.03,78,20,2.06,IN,1710267117
315,ta`u,-14.2336,-169.5144,28.73,77,73,4.48,AS,1710267118
316,myskhako,44.6714,37.7433,9.21,63,73,3.47,RU,1710267118
317,kalemie,-5.9475,29.1947,23.61,81,40,0.44,CD,1710267119
318,bechar,31.6167,-2.2167,21.22,21,83,3.51,DZ,1710267120
319,tannum sands,-23.9504,151.3693,23.94,73,63,3.6,AU,1710267121
320,wewak,-3.5534,143.6268,25.39,93,100,6.67,PG,1710267121
321,remire-montjoly,4.9167,-52.2667,27.33,82,100,5.36,GF,1710267122
322,praia da vitoria,38.7333,-27.0667,18.2,85,58,4.07,PT,1710267122
323,port moresby,-9.4431,147.1797,25.13,87,100,6.18,PG,1710267123
324,bikenibeu village,1.3673,173.1241,25.98,94,40,4.12,KI,1710267123
325,rongelap,11.1635,166.8941,26.54,78,100,10.81,MH,1710267123
326,illizi,26.4833,8.4667,23.03,18,26,4.27,DZ,1710267124
327,tura,25.5198,90.2201,20.12,34,0,2.04,IN,1710267124
328,karimganj,24.8667,92.35,19.54,48,0,1.54,IN,1710267124
329,lebu,-37.6167,-73.65,16.75,82,60,3.48,CL,1710267125
330,ladario,-19.0047,-57.6017,36.05,44,60,1.28,BR,1710267125
331,port elizabeth,-33.918,25.5701,22.83,87,40,7.72,ZA,1710267126
332,puerto baquerizo moreno,-0.9,-89.6,27.53,76,75,2.19,EC,1710267127
333,verkhovazh'ye,60.7472,42.0465,-1.03,94,100,2.7,RU,1710267127
334,pangai,-19.8,-174.35,26.7,85,100,3.67,TO,1710267128
335,melo,-32.3667,-54.1833,37.87,17,15,5.1,UY,1710266886
336,ca mau,9.1769,105.15,26.42,77,100,3.4,VN,1710267129
337,ebon,4.582,168.6964,27.48,88,100,10.24,MH,1710267130
338,peterhead,57.5058,-1.7981,6.22,93,100,9.83,GB,1710267130
339,impfondo,1.6381,18.0667,30.17,44,49,1.26,CG,1710267131
340,qarqaraly,49.4058,75.4742,-8.26,97,100,1.99,KZ,1710267132
341,thunder bay,48.4001,-89.3168,9.4,52,100,1.06,CA,1710267106
342,louiseville,46.2559,-72.9415,5.81,44,40,1.03,CA,1710267134
343,koryazhma,61.3143,47.1691,-5.61,96,100,1.73,RU,1710267003
344,caleta de carquin,-11.0925,-77.6267,25.61,75,93,4.35,PE,1710267136
345,chernyshevskiy,63.0128,112.4714,-27.97,100,94,0.73,RU,1710267136
346,bubaque,11.2833,-15.8333,26.93,70,94,7.51,GW,1710267136
347,nema,57.5067,50.5011,-13.4,98,92,2.08,RU,1710267137
348,lesnoy,57.6198,63.0784,-17.89,98,72,0.69,RU,1710267137
349,nadi,-17.8,177.4167,25.25,93,100,2.2,FJ,1710267098
350,harunabad,29.6133,73.1389,20.32,27,0,1.75,PK,1710267138
351,minab,27.1467,57.0801,22.13,71,0,1.34,IR,1710267139
352,horsens,55.8607,9.8503,5.37,94,100,2.3,DK,1710267139
353,independence,39.0911,-94.4155,21.69,46,0,6.17,US,1710267140
354,huntsville,34.7304,-86.5861,21.2,27,0,4.63,US,1710266963
355,horodyshche,49.2849,31.4451,3.95,59,100,4.13,UA,1710267142
356,svirsk,53.0858,103.3325,-12.56,99,53,0.91,RU,1710267142
357,talant,47.3369,5.0089,8.34,87,100,2.06,FR,1710266969
358,puerto princesa,9.7392,118.7353,24.39,90,85,1.84,PH,1710267143
359,monchegorsk,67.9397,32.8739,-4.49,95,100,3.19,RU,1710267144
360,valdovino,43.6094,-8.1115,13.82,81,99,2.04,ES,1710267145
361,cova figueira,14.8905,-24.2934,21.43,72,70,8.31,CV,1710267146
362,shimanovsk,52.0,127.7,-10.7,98,99,1.86,RU,1710267146
363,gebeit,21.0667,36.3167,25.14,46,36,2.63,SD,1710267147
364,tarazona,41.9,-1.7333,12.9,59,23,2.63,ES,1710267148
365,nimaparha,20.0667,86.0167,27.22,87,5,5.49,IN,1710267148
